Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Height,Weight
E. Besea,21,Ghana,60,Frosinone,€375K,€2K,Right,CM,6.0,165
F. Núñez,22,Argentina,60,Godoy Cruz,€325K,€2K,Right,RM,5.9,154
E. Dahl Reitan,20,Norway,60,Rosenborg BK,€400K,€1K,Right,RB,5.97,154
A. Bianchimano,21,Italy,60,Perugia,€350K,€1K,Right,ST,6.5,176
J. Vreman,20,Netherlands,60,De Graafschap,€280K,€1K,Right,CB,6.2,172
M. Di Gennaro,24,Italy,60,Livorno,€250K,€1K,Right,RCB,6.4,176
D. Love,23,Scotland,60,Sunderland,€240K,€2K,Right,RB,5.93,159
C. Torres,22,Mexico,60,Club León,€290K,€3K,Right,CB,6.0,172
R. Dickie,22,England,60,Oxford United,€260K,€2K,Right,LCB,6.0,163
Pablo Ramón,17,Spain,60,RCD Mallorca,€400K,€1K,Right,CB,6.1,168
G. Güney,19,Turkey,60,Galatasaray SK,€400K,€3K,Right,CDM,5.97,159
T. Iida,23,Japan,60,Shimizu S-Pulse,€220K,€1K,Right,RB,5.93,154
F. Faist,29,Austria,60,TSV Hartberg,€140K,€1K,Left,GK,5.97,168
Sergio Moreno,19,Spain,60,Rayo Vallecano,€400K,€2K,Right,ST,5.97,165
G. Vrioni,19,Italy,60,Venezia FC,€325K,€3K,Right,ST,6.0,161
W. Tchimbembé,20,France,60,ESTAC Troyes,€450K,€1K,Left,RM,5.97,163
M. Abu Shararah,27,Saudi Arabia,60,Al Raed,€240K,€3K,Right,ST,5.9,168
P. Pusic,19,Switzerland,60,Grasshopper Club Zürich,€350K,€1K,Right,RCM,5.7,139
I. Rojas,20,Colombia,60,Envigado FC,€325K,€1K,Left,CDM,5.93,168
L. Chiappero,24,Argentina,60,Defensa y Justicia,€210K,€1K,Left,GK,6.2,165
B. Sissoko,20,France,60,ESTAC Troyes,€325K,€1K,Right,CB,6.1,183
S. Paintsil,22,Ghana,60,FC Admira Wacker Mödling,€280K,€2K,Right,LM,5.6,146
E. Amenyido,20,Germany,60,VfL Osnabrück,€350K,€1K,Right,ST,5.97,165
R. Charles-Cook,21,England,60,Gillingham,€300K,€1K,Right,CAM,5.9,152
M. Heinrich,20,Germany,60,SC Preußen Münster,€300K,€1K,Right,LM,5.97,165
A. Erlingmark,20,Sweden,60,IFK Göteborg,€325K,€1K,Right,LCM,6.2,176
G. Jones,22,Wales,60,Fleetwood Town,€270K,€1K,Right,LB,5.93,163
M. Cassara,26,France,60,GFC Ajaccio,€190K,€1K,Right,GK,6.3,201
T. Tillman,19,Germany,60,1. FC Nürnberg,€450K,€4K,Right,CAM,6.0,165
Qiu Tianyi,29,China PR,60,Tianjin TEDA FC,€180K,€2K,Right,CB,6.4,181
Yang Jiawei,26,China PR,60,Jiangsu Suning FC,€240K,€3K,Right,RM,6.0,161
K. Khosonov,20,Russia,60,PFC CSKA Moscow,€375K,€1K,Right,CM,6.1,168
S. Frederiksen,28,Denmark,60,SønderjyskE,€210K,€2K,Left,LM,6.1,168
L. Budziłek,27,Poland,60,Pogoń Szczecin,€160K,€1K,Right,GK,6.1,176
J. Barmby,23,England,60,Portland Timbers,€280K,€1K,Left,CAM,5.93,163
J. Franzoni,27,Argentina,60,Patronato,€220K,€3K,Right,ST,5.97,165
A. Bamba,18,Ivory Coast,60,Paris FC,€375K,€1K,Right,CB,6.0,187
C. Ilic,21,Croatia,60,TSV Hartberg,€250K,€1K,Right,LB,5.93,161
M. Gurski,39,Germany,60,SpVgg Unterhaching,€10K,€1K,Right,GK,6.2,196
B. Gyamfi,22,Ghana,60,Benevento,€240K,€1K,Right,RB,5.93,168
Daniel Rebollo,18,Spain,60,Real Betis,€350K,€1K,Right,GK,5.97,165
G. Canto,24,Argentina,60,Club Tijuana,€260K,€2K,Left,CB,6.0,183
Adrià Arjona,22,Spain,60,CF Reus Deportiu,€290K,€1K,Right,CM,5.9,154
C. McFadzean,24,Scotland,60,Bury,€220K,€2K,Left,LWB,5.97,165
K. Brennan,34,Republic of Ireland,60,St. Patrick's Athletic,€60K,€1K,Left,CDM,6.0,176
E. Berger,24,Norway,60,IK Start,€250K,€1K,Right,RCB,6.1,165
M. Choinière,19,Canada,60,Montreal Impact,€450K,€1K,Right,CAM,5.9,150
A. Siebeck,24,Germany,60,Karlsruher SC,€270K,€1K,Left,CM,6.0,165
N. Sukacev,20,Switzerland,60,Grasshopper Club Zürich,€450K,€2K,Left,RM,5.93,154
G. Thompson,37,England,60,Morecambe,€70K,€1K,Right,RM,5.93,168
D. Tagami,25,Japan,60,V-Varen Nagasaki,€220K,€1K,Right,LCB,5.97,172
D. Vokic,22,Slovenia,60,Zagłębie Sosnowiec,€250K,€1K,Right,RDM,6.3,174
R. D'Haese,19,Belgium,60,KV Oostende,€350K,€1K,Right,LM,5.93,143
S. Seth,20,Nigeria,60,Yeni Malatyaspor,€325K,€1K,Right,RB,5.7,143
I. Ogbu,18,Nigeria,60,Rosenborg BK,€325K,€1K,Right,CB,6.2,172
N. Temperini,23,Argentina,60,Newell's Old Boys,€240K,€2K,Right,GK,6.1,172
T. Ivanof,20,Belgium,60,KV Kortrijk,€325K,€2K,Right,CAM,5.9,154
C. González,20,Mexico,60,Club Atlas,€325K,€2K,Right,RB,5.6,132
B. Öztürk,22,Turkey,60,Antalyaspor,€280K,€2K,Right,CB,6.1,165
M. Fischer,22,Austria,60,SCR Altach,€290K,€2K,Left,RCM,5.93,161
L. Malagón,21,Mexico,60,Monarcas Morelia,€290K,€1K,Right,GK,5.93,170
M. Drawz,19,Poland,60,Hamburger SV,€450K,€1K,Left,ST,5.93,157
Z. Medley,17,England,60,Arsenal,€375K,€5K,Right,CB,6.4,165
P. Farman,28,England,60,Stevenage,€150K,€2K,Right,GK,6.1,179
M. Al Olayan,23,Saudi Arabia,60,Al Taawoun,€240K,€3K,Right,RB,5.7,150
K. Tanno,32,Japan,60,Cerezo Osaka,€120K,€1K,Right,GK,6.0,165
A. Kovačević,24,Bosnia Herzegovina,60,Korona Kielce,€240K,€1K,Right,RCB,6.2,176
F. Graudenz,26,Germany,60,FC Energie Cottbus,€220K,€1K,Left,LM,5.97,168
R. Sallinger,22,Austria,60,TSV Hartberg,€210K,€1K,Right,GK,6.5,187
L. Fraser,20,Canada,60,Toronto FC,€425K,€1K,Right,CDM,6.1,179
J. van Benthem,19,Netherlands,60,Heracles Almelo,€300K,€1K,Right,CB,6.3,170
C. Stockton,24,England,60,Tranmere Rovers,€270K,€2K,Right,ST,6.1,165
D. Sánchez,25,Colombia,60,Itagüí Leones FC,€230K,€1K,Left,LB,5.93,154
Álvaro García,18,Spain,60,Albacete BP,€425K,€1K,Left,CM,6.0,154
D. Leadbitter,27,England,60,Bristol Rovers,€170K,€2K,Right,RB,6.0,168
C. Ainley,20,England,60,Crewe Alexandra,€450K,€2K,Right,RM,5.8,141
A. Bodart,20,Belgium,60,Standard de Liège,€280K,€1K,Right,GK,6.0,165
N. Bazzana,22,Argentina,60,Estudiantes de La Plata,€260K,€2K,Right,CB,6.0,179
M. Bleve,22,Italy,60,Lecce,€260K,€1K,Right,GK,6.0,185
M. Molina,18,Argentina,60,Independiente,€425K,€2K,Right,ST,6.0,159
M. Behrens,21,Germany,60,Hamburger SV,€260K,€1K,Right,GK,6.4,196
V. Sirotov,26,Russia,60,Zagłębie Lubin,€220K,€1K,Left,RM,5.97,152
M. Boudjemaa,20,France,60,En Avant de Guingamp,€425K,€2K,Right,CDM,6.0,165
C. Horgan,23,Republic of Ireland,60,Cork City,€220K,€1K,Right,RB,5.9,159
M. Rhead,34,England,60,Lincoln City,€110K,€3K,Right,ST,6.4,234
G. Nyamsi,21,France,60,Stade Rennais FC,€290K,€3K,Right,CB,6.4,187
E. Reijnders,17,Netherlands,60,PEC Zwolle,€400K,€1K,Right,LM,5.6,123
C. McDermott,20,Republic of Ireland,60,Derry City,€400K,€1K,Right,RB,5.8,159
U. Mohammed,24,Nigeria,60,Sarpsborg 08 FF,€280K,€1K,Right,CM,6.0,168
E. Andersson,21,Sweden,60,Trelleborgs FF,€350K,€1K,Left,CM,5.93,172
L. Joyce,30,England,60,Port Vale,€190K,€3K,Right,RCM,5.97,168
I. Kanu,18,England,60,Port Vale,€425K,€1K,Right,ST,6.0,165
A. Majrashi,20,Saudi Arabia,60,Al Ahli,€325K,€3K,Right,CDM,5.7,154
C. Pombo,24,Argentina,60,Atlético Tucumán,€280K,€2K,Right,CM,5.7,152
M. Bean,34,Jamaica,60,Wycombe Wanderers,€100K,€1K,Right,CM,5.97,161
T. Conlon,22,England,60,Port Vale,€270K,€2K,Left,LCM,5.8,137
A. Purzycki,20,Poland,60,Miedź Legnica,€270K,€1K,Right,RCM,5.93,154
M. Maranda,20,Austria,60,FC Wacker Innsbruck,€280K,€1K,Right,LCB,6.2,165
A. Al Obud,23,Saudi Arabia,60,Ettifaq FC,€300K,€4K,Right,ST,5.9,154
T. Kallevåg,25,Norway,60,FK Haugesund,€260K,€1K,Right,LM,5.93,143
Gori López,19,Spain,60,CF Reus Deportiu,€350K,€1K,Right,CM,5.93,143
A. Tsvetkov,27,Bulgaria,60,,€0,€0,Right,CDM,5.97,165
S. Al Khayri,23,Saudi Arabia,60,Ettifaq FC,€240K,€3K,Right,RB,5.8,165
F. Musaev,29,Uzbekistan,60,Júbilo Iwata,€200K,€1K,Right,CM,6.0,163
Chen Jie,28,China PR,60,Beijing Renhe FC,€210K,€2K,Right,CM,5.9,154
M. Burgess,23,Australia,60,Wellington Phoenix,€280K,€1K,Left,CAM,6.1,190
E. Kutler,23,United States,60,New York Red Bulls,€240K,€1K,Right,RB,5.97,154
Chechu Grana,23,Spain,60,CF Reus Deportiu,€210K,€1K,Right,GK,6.3,181
T. Siekman,28,Netherlands,60,FC Emmen,€200K,€1K,Left,LB,6.2,165
E. Bullaude,17,Argentina,60,Godoy Cruz,€425K,€1K,Right,ST,6.0,165
Shi Liang,29,China PR,60,Beijing Renhe FC,€200K,€2K,Right,RDM,5.9,152
D. Barlaser,21,England,60,Accrington Stanley,€450K,€5K,Right,RCM,6.0,137
D. Camacho,21,Colombia,60,La Equidad,€400K,€1K,Right,CM,5.93,157
J. Oates,27,Australia,60,Exeter City,€170K,€2K,Right,RB,5.97,176
S. Cosgrove,21,England,60,Aberdeen,€350K,€1K,Right,ST,6.2,181
B. Garré,17,Argentina,60,Manchester City,€400K,€7K,Left,LW,5.7,139
J. Jones,22,Scotland,60,Crewe Alexandra,€325K,€3K,Right,RCM,5.9,150
R. Tranberg,25,Sweden,60,Dalkurd FF,€230K,€1K,Right,RCM,6.1,179
S. Bougrine,21,Morocco,60,Paris FC,€325K,€1K,Right,CM,5.9,150
S. Byrne,25,Scotland,60,Livingston FC,€260K,€1K,Right,LCM,6.0,163
Park Yong Ji,25,Korea Republic,60,Sangju Sangmu FC,€250K,€1K,Right,ST,6.0,161
C. Calderón,21,Mexico,60,Club Atlas,€350K,€2K,Right,LB,5.7,146
F. Juárez,19,Argentina,60,Club Atlético Talleres,€375K,€1K,Right,CM,5.93,146
F. Lapis,24,France,60,Chamois Niortais Football Club,€220K,€1K,Left,LB,6.0,172
Cristian Rodríguez,22,Spain,60,Atlético Madrid,€325K,€5K,Right,CAM,5.97,154
S. Folan,26,Republic of Ireland,60,Dundalk,€210K,€1K,Right,CB,6.1,168
Shan Pengfei,25,China PR,60,Dalian YiFang FC,€210K,€2K,Right,LB,5.97,168
J. Yarney,20,England,60,Morecambe,€325K,€4K,Right,RCB,6.0,154
F. Andersson,29,Sweden,60,Malmö FF,€140K,€1K,Right,GK,6.5,201
U. Tezel,21,Germany,60,SC Preußen Münster,€280K,€1K,Right,RB,5.97,165
A. Camara,20,Senegal,60,KV Kortrijk,€280K,€2K,Right,CB,6.5,185
A. Al Sharid,24,Saudi Arabia,60,Al Fateh,€250K,€3K,Left,CDM,5.7,139
R. Jendrusch,22,Germany,60,FC Erzgebirge Aue,€210K,€1K,Right,GK,6.3,183
M. Demir,20,Turkey,60,Hannover 96,€400K,€3K,Left,LM,5.7,139
J. Borgmann,20,Germany,60,SC Preußen Münster,€250K,€1K,Right,LCB,6.5,183
D. Esmel,20,Ivory Coast,60,1. FC Kaiserslautern,€375K,€1K,Right,LW,5.97,172
T. Nichols,24,England,60,Bristol Rovers,€260K,€2K,Right,LS,5.93,165
R. Husić,22,Germany,60,VfR Aalen,€240K,€1K,Left,GK,6.3,192
V. Arboleda,21,Colombia,60,Portland Timbers,€375K,€1K,Right,RW,5.7,143
G. Mells,21,Australia,60,Fortuna Sittard,€325K,€1K,Right,CM,5.93,165
Z. Grich,22,France,60,Chamois Niortais Football Club,€280K,€1K,Left,LM,5.9,152
Yoon Dong Min,29,Korea Republic,60,Jeonnam Dragons,€210K,€1K,Right,ST,5.9,159
M. Jadama,24,United States,60,Portland Timbers,€280K,€1K,Right,CB,6.1,176
Qi Tianyu,25,China PR,60,Shandong Luneng TaiShan FC,€230K,€2K,Right,CDM,5.97,168
A. May,20,England,60,Portsmouth,€350K,€1K,Right,CM,6.0,161
C. Maghoma,20,DR Congo,60,Arka Gdynia,€240K,€1K,Right,CB,6.5,194
M. Sorensen,19,Denmark,60,Brentford,€400K,€2K,Left,CB,6.1,161
B. Morris,18,England,60,Forest Green Rovers,€425K,€1K,Right,ST,5.9,132
O. Dytyatev,29,Ukraine,60,Cracovia,€160K,€1K,Right,RCB,6.5,194
P. Mbodji,20,Senegal,60,Getafe CF,€325K,€2K,Right,CM,6.0,170
S. Al Najai,21,Saudi Arabia,60,Al Nassr,€280K,€3K,Right,CDM,5.9,130
D. Margush,20,Australia,60,Adelaide United,€290K,€1K,Right,GK,6.2,176
M. Bokoum,18,Belgium,60,AS Béziers,€325K,€1K,Left,LM,5.93,157
R. Wolsztyński,23,Poland,60,Górnik Zabrze,€290K,€1K,Left,ST,5.97,154
L. Cruz,21,Mexico,60,Tigres U.A.N.L.,€375K,€6K,Left,ST,5.97,170
R. Escobar,20,Chile,60,Audax Italiano,€425K,€1K,Right,CB,5.9,157
A. Al Shammary,22,Saudi Arabia,60,Al Shabab,€325K,€4K,Left,LM,5.93,146
F. Krüger,19,Germany,60,FC Erzgebirge Aue,€400K,€1K,Right,ST,6.1,172
H. Heath,22,England,60,Minnesota United FC,€270K,€1K,Right,CM,5.97,161
W. Boyle,22,England,60,Cheltenham Town,€250K,€2K,Right,LCB,6.3,185
A. Rodríguez,22,Argentina,60,Newell's Old Boys,€350K,€3K,Right,ST,5.7,154
T. Domgjoni,19,Switzerland,60,FC Zürich,€450K,€1K,Right,CM,5.93,163
M. Bola,20,England,60,Blackpool,€290K,€1K,Left,LWB,6.1,172
H. Mitsumaru,24,Japan,60,Sagan Tosu,€220K,€1K,Left,LB,5.8,152
S. Smith,20,England,60,Oxford United,€450K,€4K,Left,ST,5.97,161
J. Qwiberg,25,Sweden,60,San Jose Earthquakes,€200K,€1K,Left,LB,5.8,150
B. Ashley-Seal,19,England,60,Wolverhampton Wanderers,€450K,€5K,Right,ST,6.2,176
S. Fujitani,20,Japan,60,Vissel Kobe,€250K,€1K,Right,RB,5.93,137
Sergi Álamo,20,Spain,60,Girona FC,€350K,€3K,Left,LB,6.3,176
A. Ćatić,19,Bosnia Herzegovina,60,PSV,€450K,€1K,Right,RW,5.93,172
A. Akinola,18,United States,60,Toronto FC,€425K,€1K,Right,ST,5.7,181
P. Grant,24,Scotland,60,Plymouth Argyle,€250K,€2K,Right,CB,6.2,159
K. Monlouis,22,England,60,Hamilton Academical FC,€325K,€1K,Right,CM,6.0,161
A. Anastasio,21,Italy,60,Cosenza,€290K,€5K,Right,LB,5.97,161
R. Gilmartin,31,Republic of Ireland,60,Colchester United,€130K,€2K,Right,GK,6.6,223
B. Njie,20,Norway,60,Odds BK,€375K,€1K,Right,RW,5.8,143
E. Monthe,23,Cameroon,60,Tranmere Rovers,€250K,€2K,Left,LCB,6.4,181
V. Millico,17,Italy,60,Torino,€400K,€3K,Right,LW,5.8,150
N. Husin,21,Afghanistan,60,Notts County,€350K,€2K,Right,CM,5.93,143
D. Salazar,19,Chile,60,CD O'Higgins,€450K,€1K,Left,ST,5.97,163
V. Drchal,18,Czech Republic,60,Sparta Praha,€425K,€1K,Right,ST,6.1,176
J. Caraballo,22,Venezuela,60,CD Huachipato,€325K,€1K,Right,RM,5.6,154
C. Zock,24,Cameroon,60,FC Sion,€270K,€4K,Right,RCM,6.3,176
A. Chrzanowski,19,Poland,60,Lechia Gdańsk,€300K,€1K,Left,CB,6.1,172
T. Clarke,20,Republic of Ireland,60,Shamrock Rovers,€400K,€1K,Left,LB,5.5,146
F. Carstens,19,Germany,60,FC St. Pauli,€300K,€1K,Right,CB,6.3,192
G. Scalera,20,Italy,60,Pescara,€300K,€1K,Right,RB,6.0,161
B. Levis,25,Canada,60,Vancouver Whitecaps FC,€230K,€1K,Left,LB,5.8,154
B. Miele,23,Republic of Ireland,60,Shamrock Rovers,€280K,€1K,Right,RM,5.9,161
A. Al Arraf,23,Saudi Arabia,60,Al Taawoun,€210K,€2K,Right,GK,6.0,165
J. Sievers,23,Germany,60,1. FC Kaiserslautern,€230K,€1K,Left,GK,6.2,170
J. Abarzua,26,Chile,60,CD Universidad de Concepción,€250K,€1K,Right,CM,5.9,165
C. Villanueva,24,Mexico,60,Club Necaxa,€240K,€4K,Right,RB,6.1,179
N. Arena,20,Argentina,60,Vélez Sarsfield,€325K,€2K,Right,CB,6.0,150
S. Marasovic,20,France,60,Olympique de Marseille,€450K,€4K,Right,CAM,5.7,130
M. Falkeborn,25,Sweden,60,Lillestrøm SK,€220K,€1K,Right,LB,6.0,176
R. Boultam,20,Netherlands,60,US Cremonese,€450K,€1K,Right,CM,6.2,170
G. Giannoutsos,19,Greece,60,AEK Athens,€325K,€1K,Left,LB,5.97,174
L. Plogmann,18,Germany,60,SV Werder Bremen,€400K,€1K,Right,GK,6.2,172
S. Perilli,23,Italy,60,Perugia,€230K,€1K,Right,GK,6.5,187
A. Davies,20,Wales,60,Fulham,€325K,€5K,Right,CB,6.2,176
S. Adrian,20,Sweden,60,Malmö FF,€375K,€1K,Left,CM,6.0,165
I. Miller,31,England,60,Oldham Athletic,€190K,€3K,Left,RS,6.3,196
V. Rodríguez,23,Mexico,60,Club América,€325K,€7K,Right,RM,5.4,141
N. Hagelskjær,28,Denmark,60,Esbjerg fB,€160K,€2K,Right,RB,6.1,165
T. Archibald,20,Scotland,60,Forest Green Rovers,€450K,€4K,Left,LM,5.97,132
C. Missilou,25,Congo,60,Oldham Athletic,€260K,€2K,Right,LCM,5.97,165
C. McGrandles,22,Scotland,60,Milton Keynes Dons,€325K,€2K,Right,CM,6.1,141
A. Rufer,22,New Zealand,59,Wellington Phoenix,€220K,€1K,Right,RCM,6.0,165
R. Hall-Johnson,23,England,59,Grimsby Town,€180K,€2K,Right,RB,5.8,148
N. Kirby,18,England,59,Crystal Palace,€325K,€3K,Right,CAM,5.8,146
E. Mena,20,Colombia,59,Patriotas Boyacá FC,€300K,€1K,Right,RM,5.9,154
M. Haarup,22,Denmark,59,Hobro IK,€200K,€1K,Right,LB,5.93,154
S. Kassar,28,Saudi Arabia,59,Ohod Club,€120K,€3K,Left,LM,5.7,132
K. Callan-McFadden,23,Republic of Ireland,59,Sligo Rovers,€180K,€1K,Right,RCB,6.0,172
Ramón,27,Brazil,59,SønderjyskE,€130K,€2K,Right,RB,6.0,183
R. Grego-Cox,21,Republic of Ireland,59,Crawley Town,€240K,€1K,Right,ST,5.7,143
R. Broom,21,Wales,59,Cheltenham Town,€220K,€2K,Right,RWB,5.93,176
L. Fenton,25,New Zealand,59,Wellington Phoenix,€160K,€1K,Right,RWB,5.9,154
M. Özvardar,20,Turkey,59,Sivasspor,€270K,€2K,Right,ST,6.0,172
J. Rasheed,26,Norway,59,BK Häcken,€140K,€1K,Right,GK,6.3,201
A. Siemaszko,21,Poland,59,Zagłębie Lubin,€220K,€1K,Right,ST,5.97,163
B. Breukers,19,Netherlands,59,Fortuna Sittard,€240K,€1K,Right,CM,5.93,159
G. Kılıç,18,Germany,59,1. FC Heidenheim 1846,€325K,€1K,Right,LM,6.0,163
H. Koné,30,Ivory Coast,59,Neuchâtel Xamax,€150K,€1K,Right,CAM,5.6,165
Iván Martos,21,Spain,59,UD Almería,€240K,€1K,Left,LB,6.0,150
D. O'Halloran,22,Republic of Ireland,59,Waterford FC,€240K,€1K,Right,LM,5.8,154
G. McEachran,17,England,59,Chelsea,€350K,€6K,Left,CAM,5.9,143
N. Mekonnen,18,Germany,59,RB Leipzig,€290K,€2K,Right,CDM,5.93,143
L. Wedl,22,Austria,59,FC Wacker Innsbruck,€170K,€1K,Right,GK,6.1,163
C. Hall,20,England,59,Accrington Stanley,€350K,€2K,Right,ST,5.97,170
L. Pfeiffer,21,Germany,59,VfL Osnabrück,€230K,€2K,Right,ST,6.5,185
D. Markey,21,Republic of Ireland,59,St. Patrick's Athletic,€270K,€1K,Right,CAM,5.7,143
J. Schuurman,20,Netherlands,59,Vitesse,€220K,€1K,Right,CDM,6.0,154
J. Stanic,19,Croatia,59,FC Augsburg,€300K,€1K,Right,CB,6.2,176
Joo Hyun Ho,22,Korea Republic,59,Suwon Samsung Bluewings,€240K,€1K,Left,LW,6.0,170
A. de Jong,21,New Zealand,59,,€0,€0,Right,CAM,5.97,161
W. Sietsma,22,Netherlands,59,Milton Keynes Dons,€180K,€2K,Right,GK,6.3,198
C. Jordan,19,England,59,Bournemouth,€300K,€3K,Right,CB,6.1,176
Óscar Gil,20,Spain,59,Elche CF,€220K,€1K,Right,RB,5.97,165
S. Matthews,21,England,59,Bristol Rovers,€230K,€1K,Left,CM,5.9,157
K. Fukuda,33,Japan,59,V-Varen Nagasaki,€90K,€1K,Right,RM,5.9,154
O. Patrick,22,England,59,Yeovil Town,€250K,€2K,Right,ST,6.1,161
L. Kryeziu,19,Kosovo,59,FC Lugano,€325K,€1K,Right,ST,5.97,163
J. Lyden,22,Australia,59,Oldham Athletic,€250K,€3K,Right,CM,5.93,154
K. Hansen,17,Norway,59,Southampton,€270K,€3K,Left,CAM,5.97,165
Y. Yakovenko,24,Ukraine,59,Esbjerg fB,€210K,€2K,Left,ST,6.4,165
B. Sabovic,20,Sweden,59,Djurgårdens IF,€240K,€1K,Right,CM,6.1,170
F. Irie,20,Ivory Coast,59,KSV Cercle Brugge,€270K,€2K,Right,CAM,5.5,121
S. Hornby,23,England,59,Port Vale,€140K,€2K,Left,GK,6.1,176
D. Padilla,24,Colombia,59,La Equidad,€200K,€1K,Right,CAM,5.9,148
M. Bakhit,26,Saudi Arabia,59,Al Hazem,€150K,€2K,Right,RB,5.6,134
S. Sosa,19,Argentina,59,River Plate,€300K,€1K,Right,CDM,5.93,172
F. Mveng,26,Switzerland,59,FC Sion,€190K,€4K,Right,CM,5.9,176
M. Velázquez,27,Mexico,59,Club León,€130K,€4K,Right,CB,5.6,123
Nuno Malheiro,24,Portugal,59,Zagłębie Sosnowiec,€170K,€1K,Left,LB,5.7,152
K. Devaney,27,Republic of Ireland,59,Bohemian FC,€160K,€1K,Right,LM,5.93,154
Zhang Jiaqi,26,China PR,59,Guangzhou R&F; FC,€160K,€2K,Right,CDM,6.4,165
Oleaga,21,Spain,59,Athletic Club de Bilbao,€180K,€2K,Right,GK,6.6,192
J. Kristoffersen,21,Norway,59,Hobro IK,€220K,€1K,Right,ST,6.6,170
F. Şimşek,20,Germany,59,Çaykur Rizespor,€350K,€2K,Left,LM,6.1,165
R. Singh,28,India,59,,€0,€0,Left,ST,6.1,165
M. Smith,22,England,59,Swindon Town,€220K,€2K,Right,CM,5.93,154
M. Čović,20,Germany,59,Hertha BSC,€350K,€3K,Right,RM,5.7,137
Z. de la Paz,23,Curacao,59,Oldham Athletic,€180K,€2K,Right,GK,6.2,172
N. Sugai,33,Japan,59,Vegalta Sendai,€90K,€1K,Right,RM,5.93,154
K. Ikeda,31,Japan,59,Sagan Tosu,€140K,€1K,Right,CF,5.93,159
M. Fonseca,22,Argentina,59,Patronato,€240K,€2K,Right,ST,5.8,152
Y. Roemer,16,Netherlands,59,VVV-Venlo,€300K,€1K,Right,ST,5.97,154
R. Simpson,33,England,59,Milton Keynes Dons,€100K,€3K,Right,ST,6.1,165
Kim Gyeong Jae,24,Korea Republic,59,Sangju Sangmu FC,€180K,€1K,Right,CB,6.0,161
Jeong Seung Won,21,Korea Republic,59,Daegu FC,€300K,€1K,Right,RCM,5.7,150
M. Šverko,20,Croatia,59,Karlsruher SC,€300K,€3K,Left,LB,6.2,179
T. Corbaz,24,Switzerland,59,Neuchâtel Xamax,€200K,€1K,Right,CDM,5.93,143
R. Marín,20,Mexico,59,Club Necaxa,€350K,€6K,Left,ST,5.97,159
B. Lika,25,Switzerland,59,Grasshopper Club Zürich,€160K,€2K,Right,RB,5.93,170
N. Baumann,22,Switzerland,59,FC Lugano,€170K,€1K,Right,GK,6.4,183
M. Kamenz,19,Germany,59,FSV Zwickau,€150K,€1K,Right,GK,6.2,176
Wang Wei,29,China PR,59,Shanghai Greenland Shenhua FC,€150K,€2K,Left,LM,6.0,165
K. Sidibé,19,France,59,Toulouse Football Club,€300K,€2K,Right,CDM,6.7,172
A. Ramalingom,25,France,59,AS Béziers,€210K,€1K,Right,ST,5.93,154
Zhou Liao,29,China PR,59,Tianjin TEDA FC,€160K,€3K,Right,ST,6.0,172
K. Madianga,24,France,59,Dundee FC,€210K,€1K,Right,RM,5.8,143
K. Grabara,19,Poland,59,Liverpool,€280K,€3K,Right,GK,6.3,165
I. Al Shuayl,23,Saudi Arabia,59,Al Qadisiyah,€180K,€2K,Left,LB,5.6,161
P. Gehrmann,23,Germany,59,FC Energie Cottbus,€210K,€1K,Right,CM,6.0,179
T. Weiner,19,Germany,59,Holstein Kiel,€230K,€1K,Right,GK,6.3,183
O. Al Khalaf,21,Saudi Arabia,59,Ettifaq FC,€240K,€3K,Right,CDM,5.9,132
V. Kušej,18,Czech Republic,59,SG Dynamo Dresden,€325K,€2K,Left,CF,5.6,143
F. Manzo,19,Chile,59,Unión La Calera,€230K,€1K,Right,CAM,5.9,146
B. Chorbadzhiyski,22,Bulgaria,59,,€0,€0,Right,RCB,6.5,174
A. Sissoko,21,France,59,Clermont Foot 63,€220K,€1K,Right,RB,5.93,150
D. Olsson,21,Sweden,59,IF Elfsborg,€190K,€1K,Right,GK,6.6,207
P. McClean,21,Republic of Ireland,59,Sligo Rovers,€250K,€1K,Left,CB,6.1,161
D. Horkaš,19,Croatia,59,Dinamo Zagreb,€190K,€1K,Right,GK,6.2,170
T. Enomoto,35,Japan,59,Urawa Red Diamonds,€40K,€1K,Right,GK,5.97,168
S. Sidler,19,Switzerland,59,FC Luzern,€260K,€1K,Right,LB,6.1,159
C. Kühlwetter,22,Germany,59,1. FC Kaiserslautern,€230K,€1K,Right,LM,5.97,165
A. Busti,18,Canada,59,,€0,€0,Right,GK,6.0,165
A. Mitchell,22,New Zealand,59,,€0,€0,Right,CB,6.3,185
E. Robson,21,England,59,Sunderland,€260K,€2K,Left,CM,5.93,161
Moon Jeong In,20,Korea Republic,59,Ulsan Hyundai FC,€210K,€1K,Right,GK,6.4,176
Gao Jiarun,23,China PR,59,Tianjin TEDA FC,€180K,€2K,Right,CM,6.0,161
D. Pender,33,Republic of Ireland,59,Bohemian FC,€60K,€1K,Right,RB,5.93,165
A. Gamboa,19,Costa Rica,59,Waasland-Beveren,€260K,€1K,Left,CB,6.3,187
E. Henschel,21,Germany,59,Hallescher FC,€250K,€1K,Right,RM,6.1,172
J. Abbel,19,Netherlands,59,Willem II,€220K,€1K,Left,LB,5.97,165
A. Al Amri,21,Saudi Arabia,59,Al Wehda,€220K,€3K,Right,CB,6.1,154
